1920/1080
(120,1026)
(120,997)
(120,1026)
(120,1026)
(120,997)
(120,1056)
(120,1056)
(120,1056)
(90,1056)
(120,1085)
(120,1026)
(120,1056)
(120,1056)
(120,1056)
(120,1056)
(181,1085)
(150,1085)
(181,1056)
(181,1056)
(120,1026)
(150,968)
(120,938)
(181,938)
(181,938)
(422,850)
(512,792)
(482,821)
(512,792)
(452,821)
(422,762)
(392,821)
(362,850)
(331,909)
(331,968)
(331,938)
(392,938)
(422,880)
(452,880)
(452,850)
(512,880)
(543,938)
(573,997)
(573,938)
(543,938)
(512,850)
(543,821)
(543,821)
(543,821)
(573,880)
(573,880)
(573,909)
(573,880)
(573,880)
(482,909)
(452,938)
(392,938)
(362,1026)
(331,1085)
(331,1202)
(301,1232)
(271,1261)
(211,1261)
(211,1232)
(181,1261)
(150,1261)
(150,1261)
(90,1261)
(150,1232)
(120,1261)
(120,1232)
(150,1261)
(181,1232)
(181,1261)
(211,1232)
(241,1144)
(271,1056)
(271,1056)
(301,1056)
(301,1085)
(392,1026)
(422,968)
(452,938)
(452,968)
(512,968)
(482,968)
(512,968)
(603,997)
(512,968)
(543,968)
(512,968)
(362,1026)
(301,1085)
(392,1085)
(301,1085)
(301,1085)
(301,1085)
(301,1056)
(362,1085)
(392,1114)
(362,1085)
(362,1085)
(392,1056)
(392,1026)
(392,1056)
(422,1056)
(512,1026)
(663,909)
(694,850)
(754,850)
(844,821)
(784,821)
(905,821)
(844,880)
(844,850)
(844,850)
(905,821)
(935,821)
(1056,850)
(965,821)
(965,821)
(1025,821)
(1086,821)
(1176,821)
(1056,821)
(1025,821)
(1025,821)
(1025,821)
(1025,850)
(1056,821)
(1025,821)
(1086,792)
(1116,821)
(1267,997)
(1176,1026)
(1176,1026)
(1207,997)
(1176,1085)
(1146,1114)
(1056,1173)
(1056,1202)
(1025,1232)
(995,1202)
(935,1232)
(935,1261)
(875,1261)
(724,1349)
(663,1408)
(663,1408)
(603,1408)
(543,1466)
(422,1437)
(543,1408)
(543,1408)
(573,1437)
(754,1378)
(694,1378)
(694,1378)
(694,1349)
(663,1378)
(663,1349)
(482,1408)
(422,1378)
(422,1408)
(422,1408)
(392,1378)
(392,1408)
(301,1349)
(362,1320)
(452,1290)
(482,1202)
(482,1144)
(482,1085)
(512,1085)
(512,1085)
(512,1085)
(512,1026)
(482,1056)
(482,1056)
(392,1056)
(362,1114)
(362,1114)
(392,1114)
(392,1085)
(392,1056)
(392,1026)
(422,1056)
(422,1085)
(452,1085)
(512,1026)
(512,1026)
(573,997)
(543,997)
(573,1056)
(603,1056)
(573,1026)
(573,1026)
(573,1026)
(573,1026)
(543,1026)
(543,968)
(482,1026)
(482,1026)
(482,1056)
(452,1026)
(482,1056)
(482,1026)
(452,1085)
(482,1056)
(482,1085)
(543,1056)
(482,1085)
(362,1056)
(331,1085)
(331,1085)
(331,1026)
(482,1056)
(482,1085)
(362,1085)
(331,1085)
(331,1056)
(331,1026)
(362,1056)
(362,1056)
(452,1026)
(452,1056)
(331,1026)
(331,1026)
(301,1026)
(271,1056)
(181,997)
(271,1056)
(271,1026)
(362,997)
(301,997)
(271,997)
(301,1026)
(301,1085)
(331,1056)
(331,1026)
(301,997)
(301,968)
(331,997)
(301,968)
(331,997)
(331,997)
(331,1026)
(271,968)
(301,968)
(331,968)
(331,997)
(331,997)
(331,1026)
(301,1026)
(331,1026)
(362,997)
(362,968)
(331,938)
(331,968)
(362,968)
(392,1026)
(452,997)
(362,968)
(331,968)
(331,968)
(331,968)
(331,968)
(331,997)
(362,997)
(331,968)
(331,968)
(331,968)
(422,938)
(331,938)
(331,968)
(362,938)
(452,938)
(482,968)
(362,997)
(392,968)
(362,968)
(331,968)
(392,968)
(331,968)
(331,997)
(362,968)
(452,938)
(482,938)
(482,997)
(482,938)
(392,938)
(482,938)
(362,938)
(452,938)
(331,938)
(482,909)
(452,909)
(362,938)
(482,909)
(452,938)
(452,909)
(422,909)
(482,938)
(452,938)
(392,938)
(452,909)
(392,938)
(362,938)
(452,909)
(482,880)
(482,909)
(422,880)
(362,909)
(331,909)
(362,938)
(482,938)
(331,938)
(362,938)
(362,938)
(362,938)
(392,938)
(392,938)
(482,909)
(392,938)
(482,880)
(392,880)
(392,880)
(482,850)
(362,880)
(362,909)
(392,938)
(482,880)
(362,909)
(482,880)
(452,880)
(362,938)
(392,938)
(512,909)
(362,968)
(392,968)
(392,968)
(422,938)
(362,909)
(482,909)
(362,938)
(392,997)
(362,997)
(362,968)
(392,938)
(452,880)
(362,938)
(512,909)
(362,938)
(331,909)
(331,938)
(331,938)
(482,938)
(362,997)
(362,909)
(452,938)
(362,997)
(392,997)
(392,968)
(392,997)
(392,968)
(392,997)
(392,938)
(301,938)
(362,938)
(452,938)
(362,997)
(422,938)
(392,938)
(301,938)
(331,968)
(362,997)
(392,1026)
(392,997)
(331,968)
(392,997)
(392,968)
(392,997)
(362,997)
(362,997)
(331,968)
(392,997)
(422,997)
(392,968)
(512,938)
(392,968)
(452,938)
(482,968)
(482,997)
(392,997)
(392,938)
(392,938)
(392,968)
(331,968)
(362,968)
(331,997)
(482,968)
(362,968)
(331,938)
(362,997)
(362,968)
(392,968)
(362,997)
(482,968)
(392,968)
(392,997)
(362,968)
(392,968)
(392,968)
(392,968)
(482,968)
(422,938)
(422,968)
(422,938)
(482,938)
(452,968)
(452,968)
(543,968)
(422,968)
(543,909)
(482,968)
(452,909)
(452,968)
(452,968)
(482,968)
(452,968)
(452,968)
(512,968)
(512,909)
(512,938)
(422,968)
(392,997)
(392,968)
(422,968)
(422,938)
(422,968)
(362,997)
(422,997)
(362,997)
(392,997)
(362,997)
(362,997)
(362,997)
(362,968)
(362,997)
(392,997)
(362,968)
(362,968)
(362,938)
(301,938)
(362,968)
(362,968)
(362,997)
(362,968)
(392,968)
(422,968)
(422,938)
(392,909)
(422,968)
(422,968)
(422,968)
(422,938)
(422,938)
(422,968)
(392,938)
(422,968)
(422,968)
(422,968)
(392,968)
(422,968)
(392,968)
(362,968)
(422,968)
(392,997)
(392,938)
(362,968)
(422,997)
(392,968)
(392,938)
(422,968)
(362,968)
(392,997)
(482,968)
(362,997)
(422,968)
(422,968)
(422,968)
(422,1026)
(392,1026)
(422,997)
(392,997)
(422,997)
(392,1026)
(422,1026)
(392,1026)
(392,1056)
(392,1026)
(392,1056)
(422,1026)
(392,1026)
(392,1056)
(422,1026)
(422,1026)
(422,1026)
(392,1056)
(392,1026)
(422,1026)
(392,1026)
(392,1026)
(422,997)
(392,1026)
(422,1026)
(452,1026)
(422,1026)
(392,1026)
(392,997)
(482,968)
(422,968)
(422,968)
(422,1026)
(392,1026)
(512,1026)
(482,968)
(362,997)
(392,968)
(422,968)
(392,968)
(392,997)
(392,1026)
(331,997)
(392,997)
(362,968)
(331,938)
(392,968)
(392,968)
(422,968)
(392,968)
(422,968)
(392,968)
(362,997)
(392,968)
(392,909)
(331,968)
(331,968)
(362,997)
(362,968)
(362,968)
(392,968)
(362,968)
(362,938)
(362,968)
(392,968)
(362,968)
(362,968)
(362,968)
(392,938)
(392,909)
(482,909)
(362,968)
(422,909)
(392,968)
(392,968)
(392,968)
(392,968)
(392,968)
(392,909)
(362,938)
(331,968)
(362,968)
(362,968)
(331,938)
(331,968)
(331,968)
(331,968)
(331,938)
(271,909)
(271,792)
(271,733)
(392,704)
(301,733)
(362,674)
(211,616)
(301,498)
(271,528)
(241,469)
(211,528)
(211,498)
(211,469)
(181,469)
(181,410)
(150,410)
(181,352)
(271,264)
(181,264)
(150,234)
(241,205)
(271,322)
(301,176)
(211,176)
(271,176)
(211,176)
(301,176)
(512,146)
(754,176)
(814,146)
(935,117)
(995,88)
(1056,117)
(1176,146)
(1176,117)
(1176,146)
(1237,117)
(1207,88)
(1267,117)
(1267,146)
(1267,117)
(1297,88)
(1327,146)
(1297,146)
(1357,146)
(1327,176)
(1357,205)
(1327,205)
(1327,176)
(1388,264)
(1388,264)
(1448,293)
(1478,440)
(1538,410)
(1599,528)
(1599,557)
(1629,586)
(1629,616)
(1599,762)
(1599,762)
(1629,762)
(1629,821)
(1689,850)
(1659,850)
(1538,850)
(1508,850)
(1538,909)
(1538,938)
(1297,938)
(1267,997)
(1297,997)
(1267,997)
(1176,1056)
(1176,1026)
(1146,997)
(1176,997)
(965,1056)
(754,1056)
(543,1085)
(392,1056)
(331,1056)
(271,1114)
(271,1085)
(241,1056)
(241,1085)
(211,1114)
(181,1085)
(181,1114)
(150,1085)
(181,1114)
(181,1114)
(271,1085)
(301,1056)
(181,1056)
(211,1056)
(241,1056)
(211,1056)
(241,1056)
(241,1056)
(301,1056)
(301,1056)
(211,1056)
(181,1056)
(241,1026)
(211,1026)
(181,1026)
(211,997)
(241,997)
(362,997)
(241,997)
(211,997)
(181,997)
(211,997)
(241,997)
(241,997)
(271,997)
(271,1026)
(362,997)
(422,1026)
(301,1026)
(301,1026)
(331,1056)
(362,997)
(362,1026)
(512,997)
(392,1056)
(482,1026)
(482,1026)
(392,1056)
(392,997)
(452,1026)
(573,997)
(512,1056)
(543,1056)
(422,1056)
(452,997)
(482,997)
(392,968)
(512,938)
(482,968)
(573,997)
(482,997)
(392,1026)
(422,968)
(422,968)
(422,968)
(482,997)
(331,997)
(452,968)
(452,968)
(422,938)
(452,938)
(301,938)
(331,938)
(452,909)
(301,938)
(271,938)
(392,938)
(452,968)
(271,938)
(301,938)
(392,938)
(301,938)
(452,938)
(301,968)
(422,938)
(452,938)
(331,938)
(331,938)
(422,938)
(452,938)
(422,938)
(331,997)
(422,968)
(452,938)
(422,968)
(422,968)
(301,997)
(452,968)
(392,997)
(422,997)
(301,997)
(392,997)
(422,968)
(422,1026)
(452,1026)
(331,997)
(331,1056)
(301,1026)
(392,1026)
(422,997)
(301,997)
(422,968)
